Movie,year,time_minute,imdb_rating,metascore,vote,gross_earning,certificates,genres
The Full Monty,(1997),91 min,7.2,75        ,"105,708",$45.95M,R,"
Comedy, Drama            "
Lucky Number Slevin,(2006),110 min,7.7,53        ,"311,100",$22.49M,R,"
Crime, Drama, Thriller            "
All the President's Men,(1976),138 min,7.9,84        ,"113,746",$70.60M,PG,"
Drama, History, Thriller            "
The Belko Experiment,(2016),89 min,6.1,44        ,"50,313",$10.16M,R,"
Horror, Thriller            "
Ferdinand,(2017),108 min,6.7,58        ,"56,058",$84.41M,PG,"
Animation, Adventure, Comedy            "
Wild Child,(2008),98 min,6.0,-,"56,255",$0.02M,PG-13,"
Comedy, Drama, Romance            "
Poseidon,(2006),98 min,5.7,50        ,"104,005",$60.67M,PG-13,"
Action, Adventure, Thriller            "
The Collector,(I) (2009),90 min,6.3,29        ,"64,664",$7.71M,R,"
Action, Horror, Thriller            "
Spy Kids 3: Game Over,(2003),84 min,4.3,57        ,"59,793",$111.76M,PG,"
Action, Adventure, Comedy            "
Super Troopers,(2001),100 min,7.0,48        ,"104,120",$18.49M,R,"
Comedy, Crime, Mystery            "
So I Married an Axe Murderer,(1993),93 min,6.4,54        ,"38,450",$11.59M,PG-13,"
Comedy, Romance            "
Newsies,(1992),121 min,6.9,46        ,"20,748",$2.82M,PG,"
Drama, Family, History            "
Cinderella,(1950),74 min,7.3,85        ,"157,651",$85.00M,G,"
Animation, Family, Fantasy            "
Star Trek: The Motion Picture,(1979),132 min,6.4,48        ,"89,177",$82.26M,G,"
Adventure, Mystery, Sci-Fi            "
Dear John,(I) (2010),108 min,6.3,43        ,"147,707",$80.01M,PG-13,"
Drama, Mystery, Romance            "
The Life Aquatic with Steve Zissou,(2004),119 min,7.2,62        ,"195,030",$24.01M,R,"
Action, Adventure, Comedy            "
The Uninvited,(2009),87 min,6.3,43        ,"80,098",$28.57M,PG-13,"
Drama, Fantasy, Horror            "
Honest Thief,(2020),99 min,6.0,46        ,"48,640",-,PG-13,"
Action, Crime, Drama            "
The Dead Zone,(1983),103 min,7.2,69        ,"69,050",$20.77M,R,"
Drama, Horror, Sci-Fi            "
Starsky & Hutch,(2004),101 min,6.1,55        ,"146,459",$88.24M,PG-13,"
Comedy, Crime            "
It Comes at Night,(2017),91 min,6.2,78        ,"92,314",$13.99M,R,"
Drama, Horror, Mystery            "
The Losers,(I) (2010),97 min,6.3,44        ,"100,373",$23.58M,PG-13,"
Action, Adventure, Crime            "
The Girl in the Spider's Web,(2018),115 min,6.1,43        ,"47,333",$14.84M,R,"
Action, Crime, Drama            "
Malcolm & Marie,(2021),106 min,6.6,53        ,"36,169",-,R,"
Drama, Romance            "
Side Effects,(I) (2013),106 min,7.1,75        ,"187,580",$32.17M,R,"
Crime, Drama, Mystery            "
Shadow in the Cloud,(2020),83 min,4.9,66        ,"25,785",-,R,"
Action, Horror, War            "
Alien vs. Predator,(2004),101 min,5.6,29        ,"195,429",$80.28M,PG-13,"
Action, Adventure, Horror            "
American Wedding,(2003),96 min,6.3,43        ,"204,565",$104.57M,R,"
Comedy            "
Rookie of the Year,(1993),103 min,6.0,53        ,"28,128",$53.58M,PG,"
Comedy, Family, Fantasy            "
Streets of Fire,(1984),93 min,6.7,59        ,"21,326",$8.09M,PG,"
Action, Crime, Drama            "
RED 2,(2013),116 min,6.6,47        ,"169,890",$53.26M,PG-13,"
Action, Adventure, Comedy            "
Midnight Sun,(2018),91 min,6.5,38        ,"30,366",$9.56M,PG-13,"
Drama, Romance            "
Hamburger Hill,(1987),110 min,6.7,64        ,"25,614",$13.84M,R,"
Action, Drama, Thriller            "
Cabin Fever,(2002),93 min,5.6,56        ,"77,762",$21.16M,R,"
Horror            "
Apostle,(2018),130 min,6.3,62        ,"51,539",-,TV-MA,"
Drama, Fantasy, Horror            "
Get Him to the Greek,(2010),109 min,6.3,65        ,"177,732",$60.97M,R,"
Comedy, Music            "
Casino Royale,(1967),131 min,5.0,48        ,"30,019",-,Approved,"
Comedy            "
Great Expectations,(1998),111 min,6.8,55        ,"53,698",$26.33M,R,"
Drama, Romance            "
Transporter 2,(2005),87 min,6.3,56        ,"201,573",$43.10M,PG-13,"
Action, Crime, Thriller            "
Cliffhanger,(1993),113 min,6.5,60        ,"128,629",$84.05M,R,"
Action, Adventure, Thriller            "
Oxygen,(2021),100 min,6.5,67        ,"37,321",-,TV-14,"
Drama, Fantasy, Sci-Fi            "
Swan Song,(I) (2021),112 min,6.8,66        ,"12,920",-,R,"
Drama, Romance, Sci-Fi            "
Human Centipede 2: Tom Six Discusses the Story Concept,(2011),91 min,3.8,17        ,"38,551",$0.12M,Not Rated,"
Horror            "
Jeremiah Johnson,(1972),108 min,7.5,75        ,"31,545",$47.74M,GP,"
Adventure, Drama, Western            "
The Professionals,(1966),117 min,7.3,75        ,"16,344",$19.54M,PG-13,"
Action, Adventure, Western            "
The Fury,(1978),118 min,6.3,64        ,"15,250",-,R,"
Horror, Sci-Fi, Thriller            "
Enter the Dragon,(1973),102 min,7.6,83        ,"103,518",$25.00M,R,"
Action, Crime, Drama            "
Zathura: A Space Adventure,(2005),101 min,6.2,67        ,"103,138",$29.26M,PG,"
Action, Adventure, Comedy            "
Fallen,(1998),124 min,7.0,-,"82,029",$25.19M,R,"
Action, Crime, Drama            "
Dragged Across Concrete,(2018),159 min,6.9,60        ,"45,317",-,R,"
Action, Crime, Drama            "
The Heat,(I) (2013),117 min,6.6,60        ,"170,761",$159.58M,R,"
Action, Comedy, Crime            "
Awake,(III) (2021),96 min,4.8,35        ,"21,073",-,TV-MA,"
Action, Adventure, Drama            "
John Tucker Must Die,(2006),89 min,5.7,41        ,"83,647",$41.01M,PG-13,"
Comedy, Romance            "
The Invitation,(I) (2015),100 min,6.6,74        ,"106,020",$0.23M,Not Rated,"
Drama, Horror, Mystery            "
Monster House,(2006),91 min,6.6,68        ,"115,691",$73.66M,PG,"
Animation, Comedy, Family            "
Judy,(II) (2019),118 min,6.8,66        ,"49,825",-,PG-13,"
Biography, Drama, Romance            "
Siberia,(2018),104 min,4.3,34        ,"15,319",-,R,"
Crime, Romance, Thriller            "
Basic Instinct 2,(2006),114 min,4.3,26        ,"39,469",$5.97M,R,"
Drama, Mystery, Thriller            "
Texas Chainsaw,(2013),92 min,4.8,-,"50,933",$34.34M,R,"
Horror, Thriller            "
Blow Out,(1981),108 min,7.4,86        ,"51,866",$13.75M,R,"
Crime, Drama, Mystery            "
Nobody's Fool,(1994),110 min,7.3,86        ,"20,324",$39.49M,R,"
Comedy, Drama            "
While You Were Sleeping,(1995),103 min,6.7,67        ,"101,506",$81.06M,PG,"
Comedy, Drama, Romance            "
Wild Card,(2015),92 min,5.6,40        ,"54,916",$0.00M,R,"
Action, Crime, Drama            "
Kung Fu Hustle,(2004),99 min,7.7,78        ,"137,466",$17.11M,R,"
Action, Comedy, Fantasy            "
Outcast,(I) (2014),99 min,4.6,33        ,"13,526",-,Not Rated,"
Action, Adventure, Thriller            "
Dick,(1999),94 min,6.2,65        ,"20,069",$6.24M,PG-13,"
Comedy            "
The Adventures of Tintin,(2011),107 min,7.3,68        ,"229,029",$77.59M,PG,"
Animation, Action, Adventure            "
The Land Before Time,(1988),69 min,7.4,66        ,"87,621",$48.09M,G,"
Animation, Adventure, Drama            "
City of Ember,(2008),90 min,6.4,58        ,"65,711",$7.87M,PG,"
Adventure, Family, Fantasy            "
Yes Day,(2021),86 min,5.7,46        ,"23,375",-,PG,"
Comedy, Family            "
Before the Devil Knows You're Dead,(2007),117 min,7.3,85        ,"103,297",$7.08M,R,"
Crime, Drama, Thriller            "
Cujo,(1983),93 min,6.0,57        ,"45,310",$21.20M,R,"
Horror, Thriller            "
Patriot Games,(1992),117 min,6.8,64        ,"111,202",$83.29M,R,"
Action, Thriller            "
Death Note,(I) (2017),101 min,4.5,43        ,"83,814",-,TV-MA,"
Crime, Drama, Fantasy            "
Never Been Kissed,(1999),107 min,6.0,60        ,"90,065",$55.47M,PG-13,"
Comedy, Drama, Romance            "
Blast from the Past,(1999),112 min,6.7,48        ,"64,422",$26.49M,PG-13,"
Comedy, Drama, Romance            "
Irresistible,(I) (2020),101 min,6.2,47        ,"18,262",-,R,"
Comedy, Drama            "
The Bucket List,(2007),97 min,7.4,42        ,"243,597",$93.47M,PG-13,"
Adventure, Comedy, Drama            "
Point Break,(2015),114 min,5.3,34        ,"62,483",$28.78M,PG-13,"
Action, Adventure, Crime            "
Sex and the City,(2008),145 min,5.6,53        ,"121,717",$152.65M,R,"
Comedy, Drama, Romance            "
Zoolander 2,(2016),101 min,4.7,34        ,"68,934",$28.85M,PG-13,"
Action, Adventure, Comedy            "
Eagle Eye,(2008),118 min,6.6,43        ,"185,994",$101.11M,PG-13,"
Action, Mystery, Thriller            "
Welcome to Marwen,(2018),116 min,6.2,40        ,"23,684",$10.76M,PG-13,"
Biography, Comedy, Drama            "
Rio Lobo,(1970),114 min,6.7,55        ,"12,346",$9.27M,G,"
War, Western            "
Paranormal Activity: Next of Kin,(2021),98 min,5.2,37        ,"10,375",-,R,"
Horror, Mystery, Thriller            "
Police Academy 3: Back in Training,(1986),83 min,5.3,33        ,"45,275",$43.58M,PG,"
Comedy            "
The Dead Pool,(1988),91 min,6.2,46        ,"45,562",$37.90M,R,"
Action, Crime, Mystery            "
The Searchers,(1956),119 min,7.9,94        ,"88,249",-,Passed,"
Adventure, Drama, Western            "
The Expendables 2,(2012),103 min,6.6,51        ,"304,771",$85.02M,R,"
Action, Adventure, Thriller            "
Emma,(1996),120 min,6.6,66        ,"38,865",$22.20M,PG,"
Comedy, Drama, Romance            "
Dressed to Kill,(1980),104 min,7.1,74        ,"41,064",$31.90M,R,"
Crime, Drama, Mystery            "
Working Girl,(1988),113 min,6.8,73        ,"56,723",$64.00M,R,"
Comedy, Drama, Romance            "
Never Say Never Again,(1983),134 min,6.1,68        ,"67,509",$55.50M,PG,"
Action, Adventure, Thriller            "
Dumplin',(2018),110 min,6.5,53        ,"33,492",-,PG-13,"
Comedy, Drama            "
Memphis Belle,(1990),107 min,6.9,59        ,"28,418",$27.44M,PG-13,"
Action, Drama, War            "
Untraceable,(2008),101 min,6.2,32        ,"50,043",$28.69M,R,"
Crime, Mystery, Thriller            "
Cat People,(1982),118 min,6.2,61        ,"21,136",$7.00M,R,"
Fantasy, Horror, Thriller            "
Aquamarine,(2006),110 min,5.3,51        ,"41,955",$18.60M,PG,"
Comedy, Family, Fantasy            "
Rush Hour 2,(2001),90 min,6.6,48        ,"215,985",$226.16M,PG-13,"
Action, Comedy, Crime            "
Fool's Gold,(I) (2008),112 min,5.7,29        ,"79,155",$70.23M,PG-13,"
Action, Adventure, Comedy            "
A Single Man,(2009),99 min,7.5,77        ,"111,694",$9.17M,R,"
Drama, Romance            "
The BFG,(2016),117 min,6.3,66        ,"85,066",$55.48M,PG,"
Adventure, Family, Fantasy            "
Prisoners of the Ghostland,(2021),103 min,4.2,53        ,"10,585",-,-,"
Action, Fantasy, Sci-Fi            "
Detroit Rock City,(1999),95 min,6.8,33        ,"39,152",$4.22M,R,"
Comedy, Music            "
Beethoven,(1992),87 min,5.7,-,"71,218",$57.11M,PG,"
Comedy, Drama, Family            "
The Howling,(1981),91 min,6.5,68        ,"35,349",$17.99M,R,"
Horror            "
Eat Pray Love,(2010),133 min,5.8,50        ,"96,244",$80.57M,PG-13,"
Biography, Drama, Romance            "
Deuce Bigalow: Male Gigolo,(1999),88 min,5.7,30        ,"74,988",$65.54M,R,"
Comedy, Romance            "
Happiest Season,(2020),102 min,6.6,69        ,"37,601",-,PG-13,"
Comedy, Crime, Drama            "
Addams Family Values,(1993),94 min,6.8,61        ,"91,499",$48.92M,PG-13,"
Comedy, Fantasy            "
Alone,(V) (2020),98 min,6.2,70        ,"18,559",-,R,"
Drama, Horror, Mystery            "
Madagascar 3: Europe's Most Wanted,(2012),93 min,6.8,60        ,"178,228",$216.39M,PG,"
Animation, Adventure, Comedy            "
Get Smart,(2008),110 min,6.5,54        ,"216,003",$130.32M,PG-13,"
Action, Adventure, Comedy            "
The King of Comedy,(1982),109 min,7.8,73        ,"101,239",$2.50M,PG,"
Comedy, Crime, Drama            "
Terms of Endearment,(1983),132 min,7.4,79        ,"59,955",$108.42M,PG,"
Comedy, Drama            "
The Aristocats,(1970),78 min,7.1,66        ,"102,584",$37.68M,G,"
Animation, Adventure, Comedy            "
Unlocked,(I) (2017),98 min,6.3,46        ,"34,704",-,R,"
Action, Thriller            "
Heavyweights,(1995),100 min,6.6,42        ,"27,819",$17.69M,PG,"
Comedy, Drama, Family            "
Hellboy II: The Golden Army,(2008),120 min,7.0,78        ,"268,774",$75.75M,PG-13,"
Action, Adventure, Fantasy            "
Congo,(1995),109 min,5.2,22        ,"45,501",$81.02M,PG-13,"
Action, Adventure, Mystery            "
You Should Have Left,(2020),93 min,5.4,46        ,"20,541",-,R,"
Horror, Thriller            "
Beach Rats,(2017),98 min,6.4,78        ,"14,312",$0.47M,R,"
Drama            "
Charlie Wilson's War,(2007),102 min,7.0,67        ,"117,640",$66.66M,R,"
Biography, Comedy, Drama            "
Gretel & Hansel,(2020),87 min,5.4,64        ,"30,300",-,PG-13,"
Fantasy, Horror, Mystery            "
Fright Night,(2011),106 min,6.4,64        ,"105,319",$18.30M,R,"
Comedy, Horror            "
47 Meters Down: Uncaged,(2019),90 min,5.0,43        ,"25,751",$21.11M,PG-13,"
Adventure, Drama, Horror            "
Frailty,(2001),100 min,7.2,64        ,"83,429",$13.10M,R,"
Crime, Drama, Thriller            "
Steve Jobs,(2015),122 min,7.2,82        ,"167,496",$17.77M,R,"
Biography, Drama            "
Stranger Than Fiction,(2006),113 min,7.6,67        ,"227,400",$40.14M,PG-13,"
Comedy, Drama, Fantasy            "
The Escort,(2015),88 min,6.0,-,"13,205",-,Not Rated,"
Comedy, Drama, Romance            "
Any Given Sunday,(1999),162 min,6.9,52        ,"118,898",$75.53M,R,"
Drama, Sport            "
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,(1996),89 min,6.5,53        ,"54,989",$20.11M,R,"
Comedy, Crime            "
Night of the Living Dead,(1968),96 min,7.8,89        ,"126,314",$0.09M,Not Rated,"
Horror, Thriller            "
The Day the Earth Stood Still,(1951),92 min,7.8,-,"81,281",-,G,"
Drama, Sci-Fi            "
The Cider House Rules,(1999),126 min,7.4,75        ,"98,211",$57.55M,PG-13,"
Drama, Romance            "
Parenthood,(1989),124 min,7.0,82        ,"49,275",$100.05M,PG-13,"
Comedy, Drama            "
Only God Forgives,(2013),90 min,5.7,37        ,"112,035",$0.78M,R,"
Action, Crime, Drama            "
RoboCop,(2014),117 min,6.2,52        ,"225,884",$58.61M,PG-13,"
Action, Crime, Sci-Fi            "
Vampire Academy,(2014),104 min,5.4,31        ,"54,338",$7.79M,PG-13,"
Action, Comedy, Drama            "
Cowboys & Aliens,(2011),119 min,6.0,50        ,"219,205",$100.24M,PG-13,"
Action, Sci-Fi, Thriller            "
Joy Ride,(2001),97 min,6.6,75        ,"68,889",$21.97M,R,"
Action, Mystery, Thriller            "
Terrifier,(2016),82 min,5.6,-,"17,949",-,Unrated,"
Horror, Thriller            "
Pan,(2015),111 min,5.7,36        ,"63,701",$35.09M,PG,"
Action, Adventure, Comedy            "
The Last House on the Left,(1972),84 min,5.9,68        ,"36,990",$3.10M,R,"
Crime, Horror, Thriller            "
The Simpsons Movie,(2007),87 min,7.3,80        ,"325,881",$183.14M,PG-13,"
Animation, Adventure, Comedy            "
Unknown,(I) (2011),113 min,6.8,56        ,"260,110",$63.69M,PG-13,"
Action, Mystery, Thriller            "
Yes Man,(2008),104 min,6.8,46        ,"357,166",$97.69M,PG-13,"
Comedy, Romance            "
The Haunting,(1999),113 min,5.0,42        ,"75,934",$91.41M,PG-13,"
Fantasy, Horror, Mystery            "
Save the Last Dance,(2001),112 min,6.2,53        ,"61,621",$91.06M,PG-13,"
Drama, Music, Romance            "
Every Which Way but Loose,(1978),114 min,6.3,41        ,"27,269",$106.00M,PG,"
Action, Comedy            "
The War of the Worlds,(1953),85 min,7.0,78        ,"35,454",$4.36M,G,"
Action, Sci-Fi, Thriller            "
Four Rooms,(1995),98 min,6.7,-,"104,148",$4.30M,R,"
Comedy            "
Anthropoid,(2016),120 min,7.2,59        ,"48,146",$2.96M,R,"
Action, Biography, Drama            "
The Exorcism of Emily Rose,(2005),119 min,6.7,46        ,"128,355",$75.07M,PG-13,"
Drama, Horror, Thriller            "
Catwoman,(2004),104 min,3.4,27        ,"118,599",$40.20M,PG-13,"
Action, Crime, Fantasy            "
Penguins of Madagascar,(2014),92 min,6.6,53        ,"89,179",$83.35M,PG,"
Animation, Adventure, Comedy            "
Due Date,(2010),95 min,6.5,51        ,"340,414",$100.54M,R,"
Comedy, Drama            "
Green Street Hooligans,(2005),109 min,7.4,55        ,"149,951",$0.34M,R,"
Crime, Drama, Sport            "
Absolute Power,(1997),121 min,6.7,52        ,"54,734",$50.01M,R,"
Action, Crime, Drama            "
The Dark Crystal,(1982),93 min,7.1,66        ,"66,180",$40.58M,PG,"
Adventure, Family, Fantasy            "
Grind,(2003),105 min,5.9,30        ,"12,474",$5.11M,PG-13,"
Adventure, Comedy, Sport            "
Major Payne,(1995),95 min,6.2,34        ,"35,363",$29.41M,PG-13,"
Adventure, Comedy, Family            "
Disclosure,(1994),128 min,6.1,58        ,"49,936",$83.02M,R,"
Drama, Thriller            "
A Streetcar Named Desire,(1951),122 min,7.9,97        ,"107,022",$8.00M,PG,"
Drama            "
Synchronic,(2019),102 min,6.2,64        ,"29,099",-,R,"
Crime, Drama, Horror            "
Blackhat,(2015),133 min,5.4,51        ,"59,402",$7.10M,R,"
Action, Crime, Thriller            "
Flight of the Navigator,(1986),90 min,6.9,64        ,"47,878",$18.56M,PG,"
Adventure, Comedy, Family            "
Underworld: Blood Wars,(2016),91 min,5.7,23        ,"75,305",$30.35M,R,"
Action, Adventure, Fantasy            "
Kramer vs. Kramer,(1979),105 min,7.8,77        ,"143,671",$106.26M,PG,"
Drama            "
Doom,(2005),105 min,5.2,34        ,"112,986",$28.21M,R,"
Action, Horror, Sci-Fi            "
I Am Sam,(2001),132 min,7.6,28        ,"149,392",$40.31M,PG-13,"
Drama            "
Last Christmas,(2019),103 min,6.5,50        ,"76,333",-,PG-13,"
Comedy, Drama, Fantasy            "
The Amityville Horror,(2005),90 min,5.9,33        ,"111,628",$65.23M,R,"
Horror            "
Horse Girl,(I) (2020),103 min,5.9,61        ,"17,542",-,R,"
Drama, Mystery, Thriller            "
Angel Eyes,(2001),102 min,5.6,39        ,"24,000",$24.04M,R,"
Drama, Romance            "
Class,(1983),98 min,5.9,33        ,"10,862",-,R,"
Comedy, Drama, Romance            "
Thief,(1981),123 min,7.4,78        ,"30,763",$11.49M,R,"
Action, Crime, Drama            "
The Omen,(2006),110 min,5.5,43        ,"59,075",$54.61M,R,"
Drama, Fantasy, Horror            "
Charade,(1963),113 min,7.9,83        ,"76,263",$13.47M,Passed,"
Comedy, Mystery, Romance            "
Vox Lux,(2018),114 min,5.8,67        ,"18,138",$0.73M,R,"
Drama, Music            "
Harriet,(I) (2019),125 min,6.6,66        ,"26,210",-,PG-13,"
Action, Biography, Drama            "
Hotel Rwanda,(2004),121 min,8.1,79        ,"351,849",$23.53M,PG-13,"
Biography, Drama, History            "
K-9,(1989),101 min,6.0,44        ,"33,682",$43.25M,PG-13,"
Action, Comedy, Crime            "
